,headline,rank,comment,participant,sequence,global_index,index,con,newsOrder,word_count
44,"Boris Johnson Proposes Bill to Override Brexit Deal, Causing divisions Within Tory Party",6,"Lacks some clarity,  not quite factual",1,7,821,gpt3,1,1,13
45,Northern Ireland Protocol Bill passes second reading,5,"Not attractive, missing clarity",1,7,45,7WX00yoU07X1UKaG8WH0cYKB25S2,2,1,7
46,Boris Johnson's Brexit Bill Clears Hurdle in House of Commons,3,"Good clarity, but lacking so information",1,7,610,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,1,10
47," UK moves forward with plans to override Brexit deal, provoking renewed legal action from EU ",2,Good clarity,1,7,749,wyugVT2NFeZtWKOKQ2UpJ5eUF5q2,5,1,15
48,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,5,"Attractive, but missing clarity about climate change",1,8,814,original,0,14,12
49,Revelation at Senate Hearing: Seven-State Drought crisis caused by Climate Change,1,"Good clarity, attractive",1,8,834,gpt3,1,14,11
50,Drought Conditions Grip Western US,4,Attractive but missing clarity about climate change,1,8,30,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,14,5
51,-Drought in the West Threatens Water Supply for Millions,6,"Lacks clarity, but attractive",1,8,696,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,14,9
52," Drought Hits the Colorado River Hard,  States to Feel the Effects",3,"Okay clarity, attractive, but what effects?",1,8,438,cOwKyYY29hRbhE9JwZyRBaPNgna2,4,14,11
53,Record Droughts in the Colorado River Threaten Western United States,2,"Good clarity, but missing info about the effects",1,8,60,7qDm7De2l7ep8kn8fz4BUF52GF32,2,14,10
54," Better seafloor maps help us with navigation and conservation, among many other uses",2,"Not as attractive, but good clarity",1,9,293,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,16,13
55,UN Conference Told Progress Made in Mapping Ocean Floor,5,"Lacks clarity and flow, passive",1,9,153,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,16,9
56,Data Sharing and Mapping Efforts Increase Percent of Ocean Floor Mapped to About 25%,1,Good clarity and attractive,1,9,12,4G2vztY28Fee0nAkx43fXlepBSg1,2,16,14
57,Nearly a quarter of Earth's seafloor now mapped,3,"Attractive, but missing clarity about importance",1,9,816,original,0,16,8
58,"""23.4% of the Global Ocean Floor Has Been Mapped""",3,"Attractive, but missing clarity about importance",1,9,836,gpt3,1,16,9
59,Ocean Floor Mapping Progressing Slowly but Surely,5,"Fine, but lacking clarity, flow and attractiveness",1,9,307,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,16,7
60,Million Lives Saved by COVID Vaccines in First Year,6,"Passive, lacks some informattion",1,10,452,dOa9iEjV8abyeuFqAcEpiOn34hw1,3,8,9
61,-COVID vaccines prevent millions of deaths worldwide,5,"Lacks some clarity, but attractive",1,10,347,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,8,7
62,Worldwide vaccination effort averts millions of deaths,3,Lacks some clarity,1,10,366,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,8,7
63,"COVID vaccines saved 20M lives in 1st year, scientists say",1,"Good clarity, attractive",1,10,808,original,0,8,10
64,How Scientist's Covid-19 Vaccine Steered a Devastating Pandemic,2,"Attractive, good clarity, but missing numbers",1,10,525,oniGMuSHR1Uxz4qKvfoKSPke6Z32,2,8,8
65,Nearly 20 million lives saved by COVID-19 vaccines in first year,4,"Passive, but includes key info (clarity)",1,10,828,gpt3,1,8,11
66,Photo shows newly-discovered bacteria so large they are visible to the naked eye,2,"Attractive, but lacking clairty",1,11,818,original,0,18,13
67,Scientists Discover Bacteria That Grow Up to the Size of a Human Eyelash,3,"Attractive, but lacking clairty",1,11,414,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,18,13
68,Scientists discover new species of giant bacteria,5,Lacking clarity and truth,1,11,475,lSToD6u7LuZJk20NqhMUk3jy22S2,4,18,7
69,Scientists Discover New Bacteria That's the Size of a Human Eyelash,4,"Good clarity, but lacking the info to make it attractive",1,11,838,gpt3,1,18,11
70," Scientists find largest bacterium to date, challenging what we know about microbes!",1,Good clarity and attractive!,1,11,555,pYsoPM0aang4pLBPqHbUlrc285Y2,3,18,12
71,Caribbean Mangrove: The Biggest Bacteria Discovered Yet,5,Lacking key information,1,11,527,oniGMuSHR1Uxz4qKvfoKSPke6Z32,2,18,7
72,"Leaf blowers, lawn mowers and fertilizer: How lawns contribute to climate change",1,"Good clarity, attactive",1,12,812,original,0,12,12
73,Why American Lawns Are Bad for the Environment,4,"Lacking clarity, but attractive",1,12,832,gpt3,1,12,8
74,American Lawn Upkeep Is Killing The Planet: How to Make Your Lawn Environment Friendly,2,"Attractive, but lacking key information",1,12,638,s4wcn5qAGNXbBA81IwDOZEdbNJU2,2,12,14
75,The massive environmental cost of America's love affair with lawns,2,Attractive but lacking some clarity,1,12,179,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,12,10
76,Climate change: Lawns are a bigger problem than you think,3,Lacks flow due to first person language,1,12,115,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,12,10
77,From water pollution to climate change: the hidden environmental cost of America's lawns,1,Good clarity and attractive,1,12,368,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,12,13
78,megadrought creates water scarcity crisis in the West,2,"Good clarity, but missing some info",1,13,708,uIQjNU1bgVfp0K8B7po65McKCZF2,5,10,8
79,Lack of action on climate change leads to water shortages on Colorado River,1,"Good clarity, attractive",1,13,360,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,10,13
80,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,3,"Attractive, but missing clarity about climate change",1,13,810,original,0,10,12
81,Decades of Drought Leave Western States Budgeting Water,4,"Attractive, but fails to mention climate change",1,13,18,4G2vztY28Fee0nAkx43fXlepBSg1,2,10,8
82,"""Federal Official Warns of Severe Water Shortages in Western US""",4,Fails to mention climate change,1,13,830,gpt3,1,10,10
83,Federal official warns of water cuts to seven states next year due to diminishing reservoirs,4,Fails to mention climate change,1,13,558,pYsoPM0aang4pLBPqHbUlrc285Y2,3,10,15
84,Burial Dating Used to Estimate South African Cave Remains,2,"Attractive, but lacks key info",1,14,78,7qDm7De2l7ep8kn8fz4BUF52GF32,2,19,9
85,New study puts human ancestor Lucy and early hominins from Sterkfontein Caves within same time frame,5,Not as attractive and lack flow,1,14,408,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,19,16
86,Ancient fossils in the 'Cradle of Humankind' are more than 1 million years older than previously thought,4,"Attractive, but lacks clarity about the whole story",1,14,819,original,0,19,17
87,Computer Science Helps Solve Ancient Puzzle,6,Not accurate,1,14,552,pYsoPM0aang4pLBPqHbUlrc285Y2,3,19,6
88,researchers use burial dating to accurately date early human fossils,3,Not as attractive and lacks clarity,1,14,839,gpt3,1,19,10
89,Burial Dating Method Reveals New Details About Early Humans,1,Great clarity and attractive,1,14,255,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,19,9
90,The Forest Service will have to more effectively factor climate change into its plans,6,Decent clarity but missing info about wildfire,1,15,656,sMExRMBJO2MNl0xTfoKBQwuWYIG3,3,13,14
91,Report: U.S. Forest Service Underestimated Climate Change When Planning Controlled Burn,2,Good clarity,1,15,833,gpt3,1,13,11
92,Climate Change to Blame in Largest Wildfire in New Mexico History,5,"Okay clarity, attractive but missing mistakes on the part of the forest service",1,15,65,7qDm7De2l7ep8kn8fz4BUF52GF32,2,13,11
93,Climate change made controlling New Mexico wildfire much harder than expected,3,"Good clarity, attractive but missung info about the forest service",1,15,752,wyugVT2NFeZtWKOKQ2UpJ5eUF5q2,5,13,11
94,-US Forest Service made several mistakes in planning New Mexico prescribed burn,4,Lacks some clarity,1,15,481,m7KQ8g7gWlSVWMijbFfWYvT4PCt1,4,13,12
95,U.S. Forest Service admits climate change miscalculation in New Mexico fire,1,"Good clarity, attractive",1,15,813,original,0,13,11
96,"Japan Fears COVID19 Won't Go Away, Limits Number of Daily Tourists",5,Lacks clarity and facts,1,16,634,s4wcn5qAGNXbBA81IwDOZEdbNJU2,2,7,11
97,Japan Braces for Return of Foreign Tourists with English-Speaking Rickshaw Drivers,4,Lacks clarity of the full story here,1,16,827,gpt3,1,7,11
98,"As COVID fears ebb, Japan readies for tourists from abroad",2,Good clarity and okay flow,1,16,807,original,0,7,10
99,Tokyo's Rickshaw Men Prepare for Return of Foreign Tourists,4,Attractive but not the full story,1,16,374,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,7,9
100," COVID  restrictions gradually loosening in Japan, bringing back tourists",1,Good clarity and flow!,1,16,405,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,7,9
101,Rickshaw men in Tokyo add English-speaking staff in preparation for return of foreign tourists,3,Attractive but not the full story,1,16,661,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,7,14
102,Kansas cattle veterinarian: Heat wave a 'true weather event',6,Lacks flow and clarity,1,17,693,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,11,9
103,Cattle Killed by Record-Breaking Heat Wave in Kansas,5,"Attractive, but not really about the full article",1,17,81,7vtosds1eTQWx6qaDn5FwExnVR63,4,11,8
104,"Researchers Fear Impact of Climate Change Won't End: ""We Will Lose All Hope of Somehow Fixing the Problem""",3,"Good clarity, but poor taste (negative)",1,17,630,s4wcn5qAGNXbBA81IwDOZEdbNJU2,2,11,18
105,"It's not summer yet, but climate change is already showing its teeth in 2022",4,"Attractive, but lacking clarity and information",1,17,811,original,0,11,14
106,Climate change causing more extreme weather events,3,Good clarity but not as attractive,1,17,793,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,11,7
107,Climate Change Disasters Pile Up as Temperatures Continue to Rise,1,Attractive and good clarity,1,17,831,gpt3,1,11,10
108,Earliest evidence of wildfire found in Wales,4,"Lacks clarity about the significance, but attractive",1,18,815,original,0,15,7
109,Oldest Evidence of Wildfire Identified in South Wales,5,Lacks clarity about the significance,1,18,79,7qDm7De2l7ep8kn8fz4BUF52GF32,2,15,8
110,Wildfires May Have Helped Raise Oxygen Levels on Earth,3,"Good claity, but missing key information (millions of years ago)",1,18,611,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,15,9
111,Charred Remains Suggest That Wildfires Occurred  Million Years Ago,2,Good clarity and attractive,1,18,796,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,15,9
112,New evidence suggests that wildfires were present on Earth 430 million years ago.,1,"Good clarity, attractive",1,18,835,gpt3,1,15,13
113,Giant Fungi Forest Burns in Ancient Wildfire,6,"Lacks clarity, but is attractive if it was fully accurate",1,18,356,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,15,7
114,New vaccines on the way offer better protection against COVID variants and subvariants,1,"Attractive, good clarity",1,19,365,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,9,13
115,Should you get a COVID-19 booster shot now or wait until fall? Two immunologists help weigh the options,5,Lacks clarity and relevent info,1,19,809,original,0,9,18
116,Mixing and matching existing vaccine types is safe and effective,4,Lacks clarity,1,19,445,dOa9iEjV8abyeuFqAcEpiOn34hw1,3,9,10
117,New COVID-19 vaccines on the way: Which one should you choose?,4,Lacks clarity,1,19,829,gpt3,1,9,11
118,-New vaccines on the way to extend COVID  protection,3,Good clarity but missing info,1,19,229,LoDaQFokdGWa9TWBH61EBRf6Q272,5,9,9
119,"Pfizer-BioNTech, Moderna, and Novavax Develop New COVID-19 Boosters to Keep Up with Emerging Variants",2,"Good clarity, but flow is off due to names of companies",1,19,19,4G2vztY28Fee0nAkx43fXlepBSg1,2,9,14
0,Fertiliser shortage hits African farmers battling food crisis,5,"Some clarity present, but missing information. Last part somewhat misleading",10,0,804,original,0,4,8
1,Tanzania farmers struggling to keep crops alive amid global fertiliser shortage,2,"Good clarity, but could be more attractive",10,0,824,gpt3,1,4,11
2,Tanzania farmers struggle to keep crops alive amid global fertiliser shortage,3,"Good clarity, but could improve on attractiveness and style",10,0,314,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,4,11
3,Russian agression has crippling effects as fertilizer that farmers rely on skyrockets in price.,6,"Misleading and inaccurate title; may not be in good taste. Attractive, but missing key information in multiple areas. Wording is clunky.",10,0,592,rAr3YBThR4V4YjEjdQMlgbDh3u82,2,4,14
4," Amid Global Fertilizer Shortage, Tanzania's Farmers Struggle to Keep Crops Alive",1,Strong title that captures the key points accurately. Attractive and clear,10,0,160,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,4,11
5,Global fertilizer shortage threatens African farmers,4,"Attractive, but missing information and could be improved.",10,0,751,wyugVT2NFeZtWKOKQ2UpJ5eUF5q2,5,4,6
6,Indirect Talks Between Iran and U.S. End Without Breakthrough,4,"Somewhat clear, but missing information",10,1,822,gpt3,1,2,9
7,Indirect Iran-US talks end without breakthrough,3,"Missing information, but somewhat clear and attractive",10,1,236,LoDaQFokdGWa9TWBH61EBRf6Q272,5,2,6
8,Stalemate in Iran nuclear talks,5,"Some clarity, but missing key information and clunky wording",10,1,470,lSToD6u7LuZJk20NqhMUk3jy22S2,4,2,5
9,U.S.-Iran nuclear negotiations in Qatar end without breakthrough,1,Specific and high in clarity. Attractive and informative,10,1,802,original,0,2,8
10,US and Iran at impasse as nuclear deal talks stall,2,"Attractive, clear and informative. Could be a bit more specific",10,1,440,dOa9iEjV8abyeuFqAcEpiOn34hw1,3,2,10
11,US and Iran in Stalemate after Former President Trump Pulls Out of 2015 Nuclear Deal,6,Attractive but highly misleading. Could be more clear. Makes it sound like US and Iran are at war because of Trump,10,1,13,4G2vztY28Fee0nAkx43fXlepBSg1,2,2,15
12,"""23.4% of the Global Ocean Floor Has Been Mapped""",6,Clear and concise but missing source of quote and a lot of information,10,2,836,gpt3,1,16,9
13,Mapping the Seafloor: Importance for Navigation and Conservation,1,High clarity and attractiveness; could have a bit more information on climate change,10,2,167,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,16,8
14,Mapping the ocean floor: a crucial step in safeguarding our planet's future,3,"Pretty clear and attractive, but missing some information",10,2,692,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,16,12
15,Mapping the seafloor: vital for navigation and climate change,2,"High clarity, but could be more attractive and informative",10,2,496,m7KQ8g7gWlSVWMijbFfWYvT4PCt1,4,16,9
16,Technology continues to shed new light on the unseen and often unknown seafloor.,3,"Attractive. Moderate clarity, but missing some information",10,2,591,rAr3YBThR4V4YjEjdQMlgbDh3u82,2,16,13
17,Nearly a quarter of Earth's seafloor now mapped,5,Clear and concise but missing a lot of information,10,2,816,original,0,16,8
18,Study says heat-related weather events linked to climate change,3,"Somewhat clear, but could have more specificity and attractiveness.",10,3,150,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,11,9
19,Climate Change Disasters Pile Up as Temperatures Continue to Rise,1,High attractiveness and clarity. Accurate and true,10,3,831,gpt3,1,11,10
